pick,nomination_number,player,position,tier,nominating_team,nominator,winning_team,winner,sale_price,price,bidder_count,second_highest_bid,sale_is_organic,sale_has_competing_bid,forced_final_slot,budget_before,budget_after,slots_before,slots_after,minimum_reserve_after,winner_archetype,seed
23,23,Jalen Hurts,QB,1,Reid,Reid,Coby,Coby,31.11291388888889,31.11291388888889,8,30.11291388888889,True,True,False,66.02,34.91,6,5,5,positional_extremist_rb,11
24,24,Terry McLaurin,WR,2,James,James,CJ,CJ,31.328661111111117,31.328661111111117,8,30.328661111111117,True,True,False,165.18,133.85,7,6,6,price_enforcer,11
25,25,Davante Adams,WR,2,Coby,Coby,Sam,Sam,28.48386666666667,28.48386666666667,8,27.48386666666667,True,True,False,121.18,92.7,7,6,6,balanced,11
26,26,Nick Chubb,RB,5,Travis,Travis,Brad,Brad,28.37976111111111,28.37976111111111,8,27.37976111111111,True,True,False,113.98,85.6,6,5,5,balanced,11
27,27,Jacory Croskey-Merritt,RB,4,CJ,CJ,CJ,CJ,26.33088777777778,26.33088777777778,7,25.33088777777778,True,True,False,133.85,107.52,6,5,5,price_enforcer,11
28,28,JK Dobbins,RB,5,Brad,Brad,Brandon,Brandon,25.451337499999998,25.451337499999998,7,24.451337499999998,True,True,False,102.37,76.92,7,6,6,balanced,11
29,29,Carnell Tate,WR,3,Sam,Sam,Sam,Sam,24.12151111111111,24.12151111111111,8,23.12151111111111,True,True,False,92.7,68.58,6,5,5,balanced,11
30,30,DK Metcalf,WR,3,Shane,Shane,Brad,Brad,22.65930666666667,22.65930666666667,8,21.65930666666667,True,True,False,85.6,62.94,5,4,4,balanced,11
31,31,Keaton Mitchell,RB,6,Ryan J,Ryan J,CJ,CJ,20.870018,20.870018,8,19.870018,True,True,False,107.52,86.65,5,4,4,price_enforcer,11
32,32,Matthew Golden,WR,4,Brandon,Brandon,Brandon,Brandon,19.310479,19.310479,8,18.310479,True,True,False,76.92,57.61,6,5,5,balanced,11
33,33,Chris Godwin Jr,WR,3,Evan,Evan,CJ,CJ,17.25297777777778,17.25297777777778,8,16.581120000000002,True,True,False,86.65,69.4,4,3,3,price_enforcer,11
34,34,Travis Etienne,RB,5,Jason,Jason,Sam,Sam,16.158049999999996,16.158049999999996,6,15.158049999999998,True,True,False,68.58,52.42,5,4,4,balanced,11
35,35,Travis Kelce,TE,1,Reid,Reid,Brad,Brad,15.697095111111114,15.697095111111114,9,14.697095111111114,True,True,False,62.94,47.24,4,3,3,balanced,11
36,36,Lamar Jackson,QB,1,James,James,Brandon,Brandon,13.765589444444444,13.765589444444444,8,13.379166666666666,True,True,False,57.61,43.84,5,4,4,balanced,11
37,37,Mike Evans,WR,3,Coby,Coby,CJ,CJ,13.47596,13.47596,8,12.47596,True,True,False,69.4,55.92,3,2,2,price_enforcer,11
38,38,Mark Andrews,TE,1,Travis,Travis,Sam,Sam,12.558940444444445,12.558940444444445,9,11.558940444444445,True,True,False,52.42,39.86,4,3,3,balanced,11
39,39,TJ Hockenson,TE,1,CJ,CJ,Brad,Brad,11.15388888888889,11.15388888888889,6,10.873333333333335,True,True,False,47.24,36.09,3,2,2,balanced,11
40,40,Brian Robinson Jr,RB,6,Brad,Brad,Coby,Coby,11.0,11.0,7,10.0,True,True,False,34.91,23.91,5,4,4,positional_extremist_rb,11
41,41,Courtland Sutton,WR,4,Sam,Sam,Jason,Jason,11.42078577777778,11.42078577777778,7,11.295132444444446,True,True,False,32.38,20.96,8,7,7,tier_controller,11
42,42,Khalil Shakir,WR,5,Shane,Shane,Brandon,Brandon,11.249587555555557,11.249587555555557,8,10.742853333333334,True,True,False,43.84,32.59,4,3,3,balanced,11
43,43,Josh Downs,WR,4,Ryan J,Ryan J,CJ,CJ,10.260806666666667,10.260806666666667,7,9.260806666666667,True,True,False,55.92,45.66,2,1,1,price_enforcer,11
44,44,Zach Charbonnet,RB,5,Brandon,Brandon,Sam,Sam,9.223161111111112,9.223161111111112,6,8.700766666666667,True,True,False,39.86,30.64,3,2,2,balanced,11
45,45,Romeo Doubs,WR,5,Evan,Evan,Coby,Coby,10.148414000000002,10.148414000000002,9,9.148414000000002,True,True,False,23.91,13.76,4,3,3,positional_extremist_rb,11
46,46,Austin Ekeler,RB,6,Jason,Jason,CJ,CJ,8.629740000000002,8.629740000000002,7,7.829760000000001,True,True,False,45.66,37.03,1,0,0,price_enforcer,11
47,47,Tyler Allgeier,RB,6,Reid,Reid,Brad,Brad,9.073427000000002,9.073427000000002,7,8.193488111111115,True,True,False,36.09,27.02,2,1,1,balanced,11
48,48,Jake Ferguson,TE,2,James,James,Brandon,Brandon,8.159630722222225,8.159630722222225,8,8.0,True,True,False,32.59,24.43,3,2,2,balanced,11
49,49,Braelon Allen,RB,8,Coby,Coby,Shane,Shane,8.049999999999999,8.049999999999999,6,7.639573333333335,True,True,False,35.0,26.95,8,7,7,anchor,11
50,50,Dylan Sampson,RB,7,Travis,Travis,Sam,Sam,7.607741777777779,7.607741777777779,7,7.12453688888889,True,True,False,30.64,23.03,2,1,1,balanced,11
51,51,Stefon Diggs,WR,5,Brad,Brad,Brad,Brad,6.073495555555556,6.073495555555556,6,5.345083333333332,True,True,False,27.02,20.95,1,0,0,balanced,11
52,52,Dalton Kincaid,TE,2,Sam,Sam,Jason,Jason,7.064917333333335,7.064917333333335,6,6.3374458333333346,True,True,False,20.96,13.9,7,6,6,tier_controller,11
53,53,Jayden Daniels,QB,2,Shane,Shane,Brandon,Brandon,5.445175555555556,5.445175555555556,4,5.0,True,True,False,24.43,18.98,2,1,1,balanced,11
54,54,Michael Pittman Jr,WR,4,Ryan J,Ryan J,Shane,Shane,5.277708333333333,5.277708333333333,5,4.0,True,True,False,26.95,21.67,7,6,6,anchor,11
55,55,CJ Stroud,QB,2,Brandon,Brandon,Sam,Sam,5.089630000000001,5.089630000000001,6,5.005780000000001,True,True,False,23.03,17.94,1,0,0,balanced,11
56,56,Joe Burrow,QB,1,Evan,Evan,Evan,Evan,5.838730416666666,5.838730416666666,4,4.838730416666666,True,True,False,14.81,8.97,7,6,6,positional_extremist_wr,11
57,57,Ricky Pearsall,WR,6,Jason,Jason,James,James,5.604733333333334,5.604733333333334,4,4.817963333333332,True,True,False,13.38,7.78,7,6,6,positional_extremist_wr,11
58,58,Jajuan Jennings,WR,6,Reid,Reid,Shane,Shane,4.78,4.78,5,3.7800000000000002,True,True,False,21.67,16.89,6,5,5,anchor,11
59,59,Mike Washington Jr.,RB,7,James,James,Coby,Coby,5.714222222222222,5.714222222222222,4,4.535165555555556,True,True,False,13.76,8.05,3,2,2,positional_extremist_rb,11
60,60,Justin Herbert,QB,2,Coby,Coby,Jason,Jason,4.527075555555556,4.527075555555556,4,4.515447444444445,True,True,False,13.9,9.37,6,5,5,tier_controller,11
61,61,Alvin Kamara,RB,7,Travis,Travis,Brandon,Brandon,4.087026666666667,4.087026666666667,4,3.2091,True,True,False,18.98,14.89,1,0,0,balanced,11
62,62,KC Concepcion,WR,6,Shane,Shane,Shane,Shane,3.1950250000000002,3.1950250000000002,3,3.026666666666667,True,True,False,16.89,13.69,5,4,4,anchor,11
63,63,Charlie Kolar,TE,5,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_rb,11
64,64,George Kittle,TE,1,Evan,Evan,Travis,Travis,3.0000000000000004,3.0000000000000004,3,2.9152500000000003,True,True,False,12.0,9.0,8,7,7,emotional,11
65,65,Makai Lemon,WR,6,Jason,Jason,Shane,Shane,2.5554666666666663,2.5554666666666663,3,2.0,True,True,False,13.69,11.13,4,3,3,anchor,11
66,66,Isiah Pacheco,RB,7,Reid,Reid,Coby,Coby,2.592994444444445,2.592994444444445,4,2.23,True,True,False,8.05,5.46,2,1,1,positional_extremist_rb,11
67,67,Nate Boerkircher,TE,12,James,James,James,James,1.0,1.0,1,0.0,True,False,False,7.78,6.78,6,5,5,positional_extremist_wr,11
68,68,Jakobi Meyers,WR,5,Coby,Coby,Travis,Travis,2.2100000000000004,2.2100000000000004,4,2.049775,True,True,False,9.0,6.79,7,6,6,emotional,11
69,69,Jonah Coleman,RB,8,Travis,Travis,Shane,Shane,2.0405,2.0405,3,1.8323555555555555,True,True,False,11.13,9.09,3,2,2,anchor,11
70,70,Samaje Perine,RB,9,Shane,Shane,Jason,Jason,2.0913500000000003,2.0913500000000003,3,1.0913500000000003,True,True,False,9.37,7.28,5,4,4,tier_controller,11
71,71,Tank Bigsby,RB,8,Ryan J,Ryan J,Jason,Jason,2.0863666666666667,2.0863666666666667,3,1.0863666666666667,True,True,False,7.28,5.19,4,3,3,tier_controller,11
72,72,Rashid Shaheed,WR,7,Evan,Evan,James,James,2.6564416666666664,2.6564416666666664,3,2.0,True,True,False,6.78,4.12,5,4,4,positional_extremist_wr,11
73,73,Dak Prescott,QB,2,Jason,Jason,Jason,Jason,1.92,1.92,2,1.0764,True,True,False,5.19,3.27,3,2,2,tier_controller,11
74,74,Xavier Worthy,WR,7,Reid,Reid,Coby,Coby,2.0,2.0,2,1.0,True,True,False,5.46,3.46,1,0,0,positional_extremist_rb,11
75,75,AD Mitchell,WR,7,James,James,Shane,Shane,1.6210499999999999,1.6210499999999999,3,1.1888888888888889,True,True,False,9.09,7.47,2,1,1,anchor,11
76,76,Tyrone Tracy Jr,RB,8,Travis,Travis,Travis,Travis,1.6069666666666669,1.6069666666666669,4,1.3259249999999998,True,True,False,6.79,5.18,6,5,5,emotional,11
77,77,Jayden Higgins,WR,7,Shane,Shane,Shane,Shane,1.3196999999999999,1.3196999999999999,3,1.1777777777777778,True,True,False,7.47,6.15,1,0,0,anchor,11
78,78,Dalton Schultz,TE,3,Ryan J,Ryan J,Evan,Evan,2.0,2.0,2,1.0,True,True,False,8.97,6.97,6,5,5,positional_extremist_wr,11
79,79,Isaiah Likely,TE,2,Evan,Evan,Travis,Travis,1.1799999999999997,1.1799999999999997,3,1.1666666666666667,True,True,False,5.18,4.0,5,4,4,emotional,11
80,80,Ray Davis,RB,9,Jason,Jason,Jason,Jason,1.1611111111111112,1.1611111111111112,2,1.12,True,True,False,3.27,2.11,2,1,1,tier_controller,11
81,81,Dallas Goedert,TE,2,Reid,Reid,Jason,Jason,1.1555555555555557,1.1555555555555557,2,1.0,True,True,False,2.11,0.95,1,0,0,tier_controller,11
82,82,Emmett Johnson,RB,9,James,James,Reid,Reid,1.15,1.15,2,1.0,True,True,False,11.0,9.85,8,7,7,stars_and_scrubs,11
83,83,James Conner,RB,10,Travis,Travis,Reid,Reid,1.1444444444444444,1.1444444444444444,3,1.12,True,True,False,9.85,8.71,7,6,6,stars_and_scrubs,11
84,84,Trey Benson,RB,10,Ryan J,Ryan J,Reid,Reid,1.4805555555555556,1.4805555555555556,3,1.12,True,True,False,8.71,7.23,6,5,5,stars_and_scrubs,11
85,85,Kimani Vidal,RB,9,Evan,Evan,Reid,Reid,1.4733333333333334,1.4733333333333334,3,1.12,True,True,False,7.23,5.76,5,4,4,stars_and_scrubs,11
86,86,Christian Kirk,WR,9,Reid,Reid,Evan,Evan,2.0,2.0,2,1.0,True,True,False,6.97,4.97,5,4,4,positional_extremist_wr,11
87,87,Adonai Mitchell,WR,8,James,James,Evan,Evan,1.823611111111111,1.823611111111111,2,1.0,True,True,False,4.97,3.15,4,3,3,positional_extremist_wr,11
88,88,Keon Coleman,WR,8,Travis,Travis,Reid,Reid,1.4516666666666667,1.4516666666666667,3,1.12,True,True,False,5.76,4.31,4,3,3,stars_and_scrubs,11
89,89,Keenan Allen,WR,8,Ryan J,Ryan J,James,James,1.12,1.12,2,1.0,True,True,False,4.12,3.0,4,3,3,positional_extremist_wr,11
90,90,Chig Okonkwo,TE,3,Evan,Evan,Reid,Reid,1.4372222222222224,1.4372222222222224,2,1.0,True,True,False,4.31,2.87,3,2,2,stars_and_scrubs,11
91,91,Juwan Johnson,TE,3,Reid,Reid,Evan,Evan,1.15,1.15,2,1.0,True,True,False,3.15,2.0,3,2,2,positional_extremist_wr,11
92,92,Rashod Bateman,WR,9,James,James,Reid,Reid,1.422777777777778,1.422777777777778,2,1.0,True,True,False,2.87,1.45,2,1,1,stars_and_scrubs,11
93,93,Baker Mayfield,QB,3,Travis,Travis,Reid,Reid,1.4155555555555555,1.4155555555555555,2,1.0,True,True,False,1.45,0.03,1,0,0,stars_and_scrubs,11
94,94,Jordan Love,QB,3,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_rb,11
95,95,Chris Rodriguez Jr,RB,10,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_wr,11
96,96,Brenton Strange,TE,3,James,James,James,James,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_wr,11
97,97,Patrick Mahomes,QB,3,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,emotional,11
98,98,Tyler Shough,QB,4,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_rb,11
99,99,Jared Goff,QB,3,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_wr,11
100,100,Emanuel Wilson,RB,15,James,James,James,James,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_wr,11
101,101,Isaiah Davis,RB,12,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,emotional,11
102,102,Kaelon Black,RB,14,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,11
103,103,Cooper Kupp,WR,8,James,James,James,James,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_wr,11
104,104,Kaytron Allen,RB,11,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,11
105,105,Jalen Nailor,WR,10,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,11
106,106,De'Zhaun Stribling,WR,9,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,11
107,107,Justice Hill,RB,10,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,11
108,108,Tre Tucker,WR,10,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,11
1,1,Bucky Irving,RB,1,Sam,Sam,Shane,Shane,274.0,274.0,12,273.0,True,True,False,324.0,50.0,9,8,8,positional_extremist_rb,12
2,2,Jeremiyah Love,RB,1,Evan,Evan,Brad,Brad,267.0,267.0,12,266.0,True,True,False,281.0,14.0,9,8,8,positional_extremist_wr,12
3,3,Josh Jacobs,RB,1,Coby,Coby,Coby,Coby,256.223,256.223,12,255.223,True,True,False,274.0,17.78,9,8,8,emotional,12
4,4,Bhayshul Tuten,RB,1,James,James,CJ,CJ,215.78,215.78,12,214.78,True,True,False,264.0,48.22,9,8,8,emotional,12
5,5,Tony Pollard,RB,2,Ryan J,Ryan J,Sam,Sam,177.0,177.0,12,176.0,True,True,False,223.0,46.0,9,8,8,anchor,12
6,6,Tee Higgins,WR,1,CJ,CJ,Ryan J,Ryan J,176.31965000000002,176.31965000000002,11,175.31965000000002,True,True,False,257.0,80.68,9,8,8,positional_extremist_wr,12
7,7,James Cook,RB,2,Reid,Reid,Evan,Evan,90.68,90.68,11,85.68,True,True,False,184.0,93.32,9,8,8,stars_and_scrubs,12
8,8,Jaylen Waddle,WR,1,Brad,Brad,James,James,86.70255000000002,86.70255000000002,12,86.22,True,True,False,297.0,210.3,9,8,8,balanced,12
9,9,Jordan Mason,RB,3,Jason,Jason,Evan,Evan,76.63111111111112,76.63111111111112,12,75.63111111111112,True,True,False,93.32,16.69,8,7,7,stars_and_scrubs,12
10,10,DJ Moore,WR,2,Brandon,Brandon,Reid,Reid,74.22,74.22,12,73.22,True,True,False,260.0,185.78,9,8,8,balanced,12
11,11,Rachaad White,RB,4,Shane,Shane,Ryan J,Ryan J,66.95675757993803,66.95675757993803,12,65.95675757993803,True,True,False,80.68,13.72,8,7,7,positional_extremist_wr,12
12,12,DeVonta Smith,WR,1,Travis,Travis,Travis,Travis,69.23134148260354,69.23134148260354,10,68.23134148260354,True,True,False,264.0,194.77,9,8,8,value_purist,12
13,13,Rashee Rice,WR,1,Sam,Sam,Brandon,Brandon,72.8182,72.8182,11,71.8182,True,True,False,184.0,111.18,9,8,8,value_purist,12
14,14,Bill Croskey-Merritt,RB,4,Evan,Evan,James,James,60.07631388888889,60.07631388888889,11,59.07631388888889,True,True,False,210.3,150.22,8,7,7,balanced,12
15,15,Kenny Gainwell,RB,3,Coby,Coby,Brandon,Brandon,60.493011111111116,60.493011111111116,11,59.493011111111116,True,True,False,111.18,50.69,8,7,7,value_purist,12
16,16,JK Dobbins,RB,5,James,James,Jason,Jason,53.69030433333334,53.69030433333334,8,52.69030433333334,True,True,False,209.0,155.31,9,8,8,balanced,12
17,17,DK Metcalf,WR,3,Ryan J,Ryan J,Reid,Reid,44.44883377777778,44.44883377777778,11,43.44883377777778,True,True,False,185.78,141.33,8,7,7,balanced,12
18,18,Deebo Samuel,WR,2,CJ,CJ,Jason,Jason,43.22,43.22,11,42.22,True,True,False,155.31,112.09,8,7,7,balanced,12
19,19,Jacory Croskey-Merritt,RB,4,Reid,Reid,Travis,Travis,45.69,45.69,11,44.69,True,True,False,194.77,149.08,8,7,7,value_purist,12
20,20,RJ Harvey,RB,3,Brad,Brad,Travis,Travis,45.69,45.69,11,44.69,True,True,False,149.08,103.39,7,6,6,value_purist,12
21,21,Gardner Minshew II,QB,9,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,112.09,111.09,7,6,6,balanced,12
22,22,Jonathon Brooks,RB,2,Brandon,Brandon,Travis,Travis,44.880476666666674,44.880476666666674,11,43.880476666666674,True,True,False,103.39,58.51,6,5,5,value_purist,12
23,23,Jaylen Warren,RB,2,Shane,Shane,Travis,Travis,45.69,45.69,11,44.69,True,True,False,58.51,12.82,5,4,4,value_purist,12
24,24,Nick Chubb,RB,5,Travis,Travis,James,James,39.28226666666667,39.28226666666667,9,38.28226666666667,True,True,False,150.22,110.94,7,6,6,balanced,12
25,25,Mike Evans,WR,3,Sam,Sam,Brandon,Brandon,44.0,44.0,10,43.0,True,True,False,50.69,6.69,7,6,6,value_purist,12
26,26,Jalen Hurts,QB,1,Evan,Evan,Reid,Reid,30.909146666666665,30.909146666666665,9,29.909146666666665,True,True,False,141.33,110.42,7,6,6,balanced,12
27,27,Terry McLaurin,WR,2,Coby,Coby,Shane,Shane,43.0,43.0,8,41.22,True,True,False,50.0,7.0,8,7,7,positional_extremist_rb,12
28,28,Josh Allen,QB,1,James,James,CJ,CJ,27.82,27.82,9,26.82,True,True,False,48.22,20.4,8,7,7,emotional,12
29,29,Joe Burrow,QB,1,Ryan J,Ryan J,Jason,Jason,27.0,27.0,8,26.0,True,True,False,111.09,84.09,6,5,5,balanced,12
30,30,Romeo Doubs,WR,5,CJ,CJ,Reid,Reid,24.0,24.0,7,23.0,True,True,False,110.42,86.42,6,5,5,balanced,12
31,31,Chuba Hubbard,RB,3,Reid,Reid,James,James,22.057673333333337,22.057673333333337,9,21.057673333333337,True,True,False,110.94,88.88,6,5,5,balanced,12
32,32,Aaron Jones Sr,RB,4,Brad,Brad,James,James,21.573151111111112,21.573151111111112,10,20.976054444444447,True,True,False,88.88,67.31,5,4,4,balanced,12
33,33,Khalil Shakir,WR,5,Jason,Jason,Reid,Reid,22.98387911111112,22.98387911111112,7,22.068906666666667,True,True,False,86.42,63.44,5,4,4,balanced,12
34,34,Courtland Sutton,WR,4,Brandon,Brandon,Jason,Jason,18.831540833333335,18.831540833333335,9,17.831540833333335,True,True,False,84.09,65.26,5,4,4,balanced,12
35,35,Josh Downs,WR,4,Shane,Shane,James,James,15.690000000000001,15.690000000000001,10,14.690000000000001,True,True,False,67.31,51.62,4,3,3,balanced,12
36,36,Matthew Golden,WR,4,Travis,Travis,Jason,Jason,17.152865888888893,17.152865888888893,8,16.67449911111111,True,True,False,65.26,48.11,4,3,3,balanced,12
37,37,Chris Godwin Jr,WR,3,Sam,Sam,Reid,Reid,12.780000000000001,12.780000000000001,8,11.780000000000001,True,True,False,63.44,50.66,4,3,3,balanced,12
38,38,Carnell Tate,WR,3,Evan,Evan,James,James,13.460488555555557,13.460488555555557,7,12.952222222222222,True,True,False,51.62,38.16,3,2,2,balanced,12
39,39,Travis Etienne,RB,5,Coby,Coby,Reid,Reid,11.961388888888887,11.961388888888887,7,11.359305555555556,True,True,False,50.66,38.7,3,2,2,balanced,12
40,40,Davante Adams,WR,2,James,James,Jason,Jason,11.313868333333334,11.313868333333334,9,10.780000000000001,True,True,False,48.11,36.8,3,2,2,balanced,12
41,41,TJ Hockenson,TE,1,Ryan J,Ryan J,Coby,Coby,10.780000000000001,10.780000000000001,10,9.82,True,True,False,17.78,7.0,8,7,7,emotional,12
42,42,Ricky Pearsall,WR,6,CJ,CJ,Sam,Sam,10.888583333333331,10.888583333333331,8,9.930635000000002,True,True,False,46.0,35.11,8,7,7,anchor,12
43,43,Michael Pittman Jr,WR,4,Reid,Reid,Travis,Travis,9.82,9.82,8,8.9913,True,True,False,12.82,3.0,4,3,3,value_purist,12
44,44,Dylan Sampson,RB,7,Brad,Brad,Reid,Reid,9.850225000000002,9.850225000000002,7,9.366622222222224,True,True,False,38.7,28.85,2,1,1,balanced,12
45,45,Jajuan Jennings,WR,6,Jason,Jason,James,James,9.673136000000001,9.673136000000001,7,9.044422222222224,True,True,False,38.16,28.49,2,1,1,balanced,12
46,46,Mark Andrews,TE,1,Brandon,Brandon,Jason,Jason,8.192300500000002,8.192300500000002,5,7.192300500000002,True,True,False,36.8,28.61,2,1,1,balanced,12
47,47,Cam Ward,QB,12,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_rb,12
48,48,Zach Charbonnet,RB,5,Travis,Travis,Evan,Evan,8.051258333333333,8.051258333333333,8,7.051258333333332,True,True,False,16.69,8.64,7,6,6,stars_and_scrubs,12
49,49,Travis Kelce,TE,1,Sam,Sam,Sam,Sam,8.075299999999999,8.075299999999999,6,7.193266666666667,True,True,False,35.11,27.03,7,6,6,anchor,12
50,50,Austin Ekeler,RB,6,Evan,Evan,Reid,Reid,6.5120861111111115,6.5120861111111115,6,6.4579127777777785,True,True,False,28.85,22.34,1,0,0,balanced,12
51,51,Brian Robinson Jr,RB,6,Coby,Coby,Jason,Jason,6.430892222222223,6.430892222222223,6,6.394666666666667,True,True,False,28.61,22.18,1,0,0,balanced,12
52,52,Mike Washington Jr.,RB,7,James,James,James,James,7.014712833333334,7.014712833333334,4,6.4464,True,True,False,28.49,21.48,1,0,0,balanced,12
53,53,Tyler Allgeier,RB,6,Ryan J,Ryan J,CJ,CJ,6.4192,6.4192,4,6.113284999999999,True,True,False,20.4,13.98,7,6,6,emotional,12
54,54,Keaton Mitchell,RB,6,CJ,CJ,Sam,Sam,6.0,6.0,3,5.0,True,True,False,27.03,21.03,6,5,5,anchor,12
55,55,Lamar Jackson,QB,1,Brad,Brad,Brad,Brad,4.69,4.69,4,3.6900000000000004,True,True,False,14.0,9.31,8,7,7,positional_extremist_wr,12
56,56,Braelon Allen,RB,8,Brandon,Brandon,Sam,Sam,4.69582375,4.69582375,4,4.34312,True,True,False,21.03,16.33,5,4,4,anchor,12
57,57,Stefon Diggs,WR,5,Shane,Shane,Ryan J,Ryan J,4.597724444444444,4.597724444444444,4,3.6037333333333335,True,True,False,13.72,9.12,7,6,6,positional_extremist_wr,12
58,58,Isiah Pacheco,RB,7,Travis,Travis,CJ,CJ,3.5882,3.5882,3,2.0,True,True,False,13.98,10.39,6,5,5,emotional,12
59,59,George Kittle,TE,1,Sam,Sam,Sam,Sam,3.129916666666666,3.129916666666666,3,2.6552222222222226,True,True,False,16.33,13.2,4,3,3,anchor,12
60,60,Makai Lemon,WR,6,Evan,Evan,Brad,Brad,3.0795411111111113,3.0795411111111113,4,3.016693333333333,True,True,False,9.31,6.23,7,6,6,positional_extremist_wr,12
61,61,CJ Stroud,QB,2,Coby,Coby,CJ,CJ,2.6321333333333334,2.6321333333333334,3,1.6900000000000004,True,True,False,10.39,7.76,5,4,4,emotional,12
62,62,Jakobi Meyers,WR,5,Ryan J,Ryan J,Ryan J,Ryan J,2.957244444444444,2.957244444444444,3,1.9572444444444443,True,True,False,9.12,6.16,6,5,5,positional_extremist_wr,12
63,63,Jayden Daniels,QB,2,CJ,CJ,Sam,Sam,2.4859999999999998,2.4859999999999998,3,1.9486222222222223,True,True,False,13.2,10.71,3,2,2,anchor,12
64,64,Xavier Worthy,WR,7,Brad,Brad,CJ,CJ,2.3280000000000003,2.3280000000000003,3,1.6900000000000004,True,True,False,7.76,5.43,4,3,3,emotional,12
65,65,Justin Herbert,QB,2,Brandon,Brandon,Sam,Sam,2.29908,2.29908,3,1.62176,True,True,False,10.71,8.41,2,1,1,anchor,12
66,66,Tank Bigsby,RB,8,Shane,Shane,Sam,Sam,1.7972870833333334,1.7972870833333334,4,1.6900000000000004,True,True,False,8.41,6.61,1,0,0,anchor,12
67,67,KC Concepcion,WR,6,Travis,Travis,Ryan J,Ryan J,1.9753066666666672,1.9753066666666672,3,1.6900000000000004,True,True,False,6.16,4.18,5,4,4,positional_extremist_wr,12
68,68,Dalton Kincaid,TE,2,Evan,Evan,Brandon,Brandon,1.6900000000000004,1.6900000000000004,2,1.0,True,True,False,6.69,5.0,6,5,5,value_purist,12
69,69,Alvin Kamara,RB,7,Coby,Coby,CJ,CJ,1.3273333333333335,1.3273333333333335,3,1.2300000000000004,True,True,False,5.43,4.1,3,2,2,emotional,12
70,70,Tyrone Tracy Jr,RB,8,Ryan J,Ryan J,Brad,Brad,1.2300000000000004,1.2300000000000004,2,1.0,True,True,False,6.23,5.0,6,5,5,positional_extremist_wr,12
71,71,Isaiah Likely,TE,2,CJ,CJ,Evan,Evan,1.211111111111111,1.211111111111111,2,1.0,True,True,False,8.64,7.43,6,5,5,stars_and_scrubs,12
72,72,Jonah Coleman,RB,8,Brad,Brad,CJ,CJ,1.2055555555555555,1.2055555555555555,2,1.0,True,True,False,4.1,2.89,2,1,1,emotional,12
73,73,Dak Prescott,QB,2,Brandon,Brandon,Evan,Evan,1.56,1.56,3,1.44,True,True,False,7.43,5.87,5,4,4,stars_and_scrubs,12
74,74,Jayden Higgins,WR,7,Shane,Shane,CJ,CJ,1.1944444444444444,1.1944444444444444,2,1.0,True,True,False,2.89,1.7,1,0,0,emotional,12
75,75,Jake Ferguson,TE,2,Travis,Travis,Evan,Evan,1.5455555555555556,1.5455555555555556,2,1.0,True,True,False,5.87,4.32,4,3,3,stars_and_scrubs,12
