pick,player,position,tier,nominator,winner,price,winner_archetype,forced_final_slot,iteration
61,Makai Lemon,WR,8,Brandon,Coby,6.708239999999999,anchor,False,69
62,Dylan Sampson,RB,8,Reid,James,6.484720956521741,balanced,False,69
63,Jalen Hurts,QB,1,Ryan J,Jason,5.851430434782609,tier_controller,False,69
64,Mark Andrews,TE,2,CJ,Shane,5.527435434782609,balanced,False,69
65,Drake Maye,QB,1,Coby,Travis,27.98,price_enforcer,True,69
66,Tyrone Tracy Jr,RB,9,Sam,Coby,5.074492499999999,anchor,False,69
67,Jakobi Meyers,WR,7,Brad,James,19.5,balanced,True,69
68,Keaton Mitchell,RB,7,Evan,Shane,16.76,balanced,True,69
69,Quentin Johnston,WR,7,Jason,Coby,3.3769565217391304,anchor,False,69
70,Jalen Coker,WR,8,Brandon,Sam,3.1096,tier_controller,False,69
71,Mike Washington Jr.,RB,8,Reid,Brad,4.9321850434782615,tier_controller,False,69
72,Isiah Pacheco,RB,8,Ryan J,Brandon,2.8532660869565216,tier_controller,False,69
73,Jayden Daniels,QB,2,CJ,Coby,2.6794434782608696,anchor,False,69
74,Tank Bigsby,RB,9,Coby,Jason,3.989426086956522,tier_controller,False,69
75,Khalil Shakir,WR,8,Sam,Sam,2.421537391304348,tier_controller,False,69
76,Dalton Kincaid,TE,3,Brad,Brandon,3.574294260869566,tier_controller,False,69
77,Ricky Pearsall,WR,9,Evan,Coby,2.132869565217391,anchor,False,69
78,Tyler Allgeier,RB,7,Jason,Brad,3.219522782608696,tier_controller,False,69
79,Jajuan Jennings,WR,9,Brandon,Jason,2.6339060869565216,tier_controller,False,69
80,Emmett Johnson,RB,10,Reid,Brandon,2.377138086956522,tier_controller,False,69
81,Hunter Henry,TE,3,Ryan J,Brad,2.1541398260869564,tier_controller,False,69
82,Caleb Williams,QB,2,CJ,Evan,2.0999999999999996,anchor,False,69
83,Travis Kelce,TE,2,Coby,Coby,1.6917521739130434,anchor,False,69
84,Dallas Goedert,TE,2,Sam,Ryan J,2.0077878260869566,stars_and_scrubs,False,69
85,Joe Burrow,QB,2,Brad,Sam,1.42,tier_controller,False,69
86,AD Mitchell,WR,9,Evan,Brandon,1.9686956521739132,tier_controller,False,69
87,George Kittle,TE,2,Jason,Coby,7.38,anchor,True,69
88,DeVon Achane,RB,8,Brandon,Ryan J,1.3263200000000002,stars_and_scrubs,False,69
89,MarShawn Lloyd,RB,9,Reid,Brad,1.2173913043478262,tier_controller,False,69
90,KC Concepcion,WR,9,Ryan J,Brad,1.2130434782608697,tier_controller,False,69
91,Jonah Coleman,RB,9,CJ,Brandon,3.04,tier_controller,True,69
92,Brian Thomas Jr,WR,10,Sam,Jason,1.9269565217391305,tier_controller,False,69
93,Jayden Higgins,WR,10,Brad,CJ,1.2000000000000002,value_purist,False,69
94,Kimani Vidal,RB,10,Evan,Jason,1.9130434782608696,tier_controller,False,69
95,Jake Ferguson,TE,3,Jason,Jason,1.69,tier_controller,True,69
96,Kyle Pitts Sr,TE,4,Reid,Ryan J,1.1869565217391305,stars_and_scrubs,False,69
97,Braelon Allen,RB,10,Ryan J,Ryan J,1.182608695652174,stars_and_scrubs,False,69
98,Xavier Worthy,WR,10,CJ,Ryan J,1.1782608695652175,stars_and_scrubs,False,69
99,Brenton Strange,TE,4,Sam,Ryan J,1.526086956521739,stars_and_scrubs,False,69
100,Chris Rodriguez Jr,RB,11,Brad,Ryan J,1.5204347826086957,stars_and_scrubs,False,69
101,Cooper Kupp,WR,11,Evan,Ryan J,1.5147826086956522,stars_and_scrubs,False,69
102,Marvin Harrison Jr,WR,10,Reid,Ryan J,1.5091304347826087,stars_and_scrubs,False,69
103,Tommy Tremble,TE,5,Ryan J,Ryan J,1.0,stars_and_scrubs,False,69
104,Isaiah Likely,TE,3,CJ,Ryan J,1.62,stars_and_scrubs,True,69
105,Trevor Lawrence,QB,3,Sam,Brad,1.1400000000000001,tier_controller,False,69
106,Dalton Schultz,TE,4,Brad,Brad,1.0,tier_controller,True,69
107,Justin Herbert,QB,3,Evan,Evan,1.0,anchor,False,69
108,Keenan Allen,WR,11,Reid,Reid,1.0,stars_and_scrubs,False,69
109,James Conner,RB,11,CJ,CJ,1.0,value_purist,False,69
110,David Njoku,TE,20,Sam,Sam,1.0,tier_controller,False,69
111,Rashid Shaheed,WR,11,Evan,Evan,1.0,anchor,False,69
112,Kyler Murray,QB,5,Reid,Reid,1.0,stars_and_scrubs,False,69
113,Ray Davis,RB,10,CJ,CJ,1.0,value_purist,False,69
114,Pat Freiermuth,TE,17,Sam,Sam,1.0,tier_controller,False,69
115,Sam Roush,TE,15,Evan,Evan,1.0,anchor,False,69
116,Dak Prescott,QB,3,Reid,Reid,1.0,stars_and_scrubs,False,69
117,Juwan Johnson,TE,4,CJ,CJ,1.0,value_purist,False,69
118,Jared Goff,QB,3,Sam,Sam,1.0,tier_controller,False,69
119,Denzel Boston,WR,11,Evan,Evan,1.0,anchor,False,69
120,Tre Tucker,WR,13,Reid,Reid,1.0,stars_and_scrubs,False,69
121,Chig Okonkwo,TE,5,CJ,CJ,1.0,value_purist,False,69
122,Jaxson Dart,QB,4,Sam,Sam,1.0,tier_controller,False,69
123,Justice Hill,RB,11,Evan,Evan,1.0,anchor,False,69
124,Patrick Mahomes,QB,4,Reid,Reid,1.0,stars_and_scrubs,False,69
125,Jordan Love,QB,4,CJ,CJ,1.0,value_purist,True,69
126,Nicholas Singleton,RB,16,Sam,Sam,1.0,tier_controller,False,69
127,Samaje Perine,RB,11,Evan,Evan,1.0,anchor,False,69
128,De'Zhaun Stribling,WR,12,Reid,Reid,1.0,stars_and_scrubs,False,69
129,Sean Tucker,RB,14,Sam,Sam,1.0,tier_controller,False,69
130,Jordyn Tyson,WR,12,Evan,Evan,1.0,anchor,False,69
131,Jaylen Wright,RB,15,Reid,Reid,1.0,stars_and_scrubs,False,69
132,Adonai Mitchell,WR,12,Sam,Sam,1.0,tier_controller,False,69
133,Brock Purdy,QB,4,Evan,Evan,1.0,anchor,True,69
134,Keon Coleman,WR,12,Reid,Reid,1.0,stars_and_scrubs,False,69
135,Baker Mayfield,QB,5,Sam,Sam,1.0,tier_controller,True,69
136,Rashod Bateman,WR,13,Reid,Reid,1.0,stars_and_scrubs,False,69
137,Devin Neal,RB,12,Reid,Reid,1.0,stars_and_scrubs,False,69
138,Christian Kirk,WR,13,Reid,Reid,1.0,stars_and_scrubs,True,69
1,DeVonta Smith,WR,1,Evan,Shane,284.0,anchor,False,70
2,Jeremiyah Love,RB,1,Ryan J,Ryan J,361.0,emotional,False,70
3,Jonathon Brooks,RB,2,Brad,Brad,310.304347826087,emotional,False,70
4,Jadarian Price,RB,1,Coby,Travis,286.32130434782607,anchor,False,70
5,Bucky Irving,RB,1,Shane,Coby,286.0,emotional,False,70
6,Josh Jacobs,RB,1,CJ,Jason,227.0,anchor,False,70
7,Chuba Hubbard,RB,3,Sam,Evan,174.0,positional_extremist_rb,False,70
8,Terry McLaurin,WR,2,Reid,Brandon,97.31447088883097,anchor,False,70
9,Ladd McConkey,WR,2,Travis,James,90.7868276049067,balanced,False,70
10,Rhamondre Stevenson,RB,2,Brandon,Reid,74.0,balanced,False,70
11,Tetairoa McMillan,WR,1,James,Reid,71.26034782608696,balanced,False,70
12,Jacory Croskey-Merritt,RB,4,Jason,James,59.0,balanced,False,70
13,Bhayshul Tuten,RB,2,Evan,Sam,54.957217391304354,value_purist,False,70
14,James Cook,RB,3,Ryan J,Sam,54.0,value_purist,False,70
15,Zach Charbonnet,RB,5,Brad,CJ,53.65408695652175,price_enforcer,False,70
16,Josh Downs,WR,5,Coby,Reid,45.518365217391306,balanced,False,70
17,Jaylen Warren,RB,2,Shane,Sam,54.0,value_purist,False,70
18,RJ Harvey,RB,3,CJ,Sam,53.56952943478261,value_purist,False,70
19,Aaron Jones Sr,RB,4,Sam,Sam,53.419758695652185,value_purist,False,70
20,Trey McBride,TE,1,Reid,Sam,54.0,value_purist,False,70
21,Rashee Rice,WR,1,Travis,James,42.220947826086956,balanced,False,70
22,Deebo Samuel,WR,3,Brandon,CJ,41.059083086956534,price_enforcer,False,70
23,Carson Beck,QB,7,James,James,1.0,balanced,False,70
24,Tony Pollard,RB,3,Jason,Evan,36.952450000000006,positional_extremist_rb,False,70
25,Jordan Mason,RB,4,Evan,James,34.7,balanced,False,70
26,Nico Collins,WR,1,Ryan J,Reid,33.0,balanced,False,70
27,DJ Moore,WR,3,Brad,CJ,30.555089826086963,price_enforcer,False,70
28,Jaylen Waddle,WR,2,Coby,James,26.78970130434783,balanced,False,70
29,Sam LaPorta,TE,1,Shane,Reid,25.849999999999998,balanced,False,70
30,Kenny Gainwell,RB,4,CJ,Brad,26.531416521739132,emotional,False,70
31,Chris Godwin Jr,WR,4,Sam,CJ,22.97338,price_enforcer,False,70
32,Mike Evans,WR,4,Reid,CJ,20.05075652173913,price_enforcer,False,70
33,Davante Adams,WR,3,Travis,James,19.743652173913045,balanced,False,70
34,Travis Etienne,RB,5,Brandon,Travis,21.528494130434787,anchor,False,70
35,Carnell Tate,WR,4,James,Brandon,21.214845,anchor,False,70
36,Rachaad White,RB,5,Jason,Reid,17.35956608695652,balanced,False,70
37,CJ Stroud,QB,2,Evan,Jason,17.131042782608695,anchor,False,70
38,Tee Higgins,WR,2,Ryan J,CJ,15.17,price_enforcer,False,70
39,Josh Allen,QB,1,Brad,James,14.576243478260869,balanced,False,70
40,Drake Maye,QB,1,Coby,Shane,16.532249999999994,anchor,False,70
41,Tucker Kraft,TE,1,Shane,Travis,16.026899999999998,anchor,False,70
42,DK Metcalf,WR,5,CJ,Brandon,15.568469999999996,anchor,False,70
43,Matthew Golden,WR,6,Sam,Reid,13.926714999999998,balanced,False,70
44,AJ Brown,WR,5,Reid,CJ,12.965521739130438,price_enforcer,False,70
45,TJ Hockenson,TE,1,Travis,Sam,12.05,value_purist,False,70
46,Jayden Reed,WR,6,Brandon,Jason,12.335719130434784,anchor,False,70
47,Austin Ekeler,RB,6,James,Shane,12.188504999999997,anchor,False,70
48,Stefon Diggs,WR,7,Jason,Travis,11.825639999999998,anchor,False,70
49,Jameson Williams,WR,4,Evan,James,10.686052173913044,balanced,False,70
50,Amon-Ra St Brown,WR,5,Ryan J,Reid,10.393297391304348,balanced,False,70
51,Garrett Wilson,WR,3,Brad,CJ,9.938939130434782,price_enforcer,False,70
52,Jalen Hurts,QB,1,Coby,Brandon,11.3906025,anchor,False,70
53,Brian Robinson Jr,RB,6,Shane,Evan,10.17,positional_extremist_rb,False,70
54,Bill Croskey-Merritt,RB,5,CJ,Jason,8.326271739130435,anchor,False,70
55,Michael Pittman Jr,WR,6,Sam,CJ,8.147890434782612,price_enforcer,False,70
56,Courtland Sutton,WR,6,Reid,James,7.9791865217391305,balanced,False,70
57,JK Dobbins,RB,6,Travis,Shane,7.789147826086956,anchor,False,70
58,Lamar Jackson,QB,1,Brandon,Reid,7.744305652173912,balanced,False,70
59,Kenneth Walker,RB,7,James,Travis,7.539065217391304,anchor,False,70
60,Nick Chubb,RB,6,Jason,Brandon,7.17,anchor,False,70
61,Romeo Doubs,WR,8,Evan,Jason,7.4382,anchor,False,70
62,Alvin Kamara,RB,7,Ryan J,Shane,7.020322499999999,anchor,False,70
63,Jordan Addison,WR,7,Brad,Travis,6.8276249999999985,anchor,False,70
64,Dalton Kincaid,TE,3,Coby,Brandon,6.713812499999999,anchor,False,70
65,Khalil Shakir,WR,8,Shane,CJ,34.48,price_enforcer,True,70
66,Jajuan Jennings,WR,9,Sam,James,26.51,balanced,True,70
67,Tyler Allgeier,RB,7,Reid,Reid,6.371740434782609,balanced,False,70
68,Quentin Johnston,WR,7,Travis,Jason,4.860495652173913,anchor,False,70
69,Dylan Sampson,RB,8,Brandon,Evan,5.8839130434782625,positional_extremist_rb,False,70
70,Jakobi Meyers,WR,7,Jason,Shane,4.57665,anchor,False,70
71,Jalen Coker,WR,8,Evan,Travis,4.454452173913044,anchor,False,70
72,Tank Bigsby,RB,9,Ryan J,Ryan J,5.17,emotional,False,70
73,George Kittle,TE,2,Brad,Brandon,4.370504347826087,anchor,False,70
74,Makai Lemon,WR,8,Coby,Reid,4.696220434782608,balanced,False,70
75,Mike Washington Jr.,RB,8,Shane,Jason,4.387949999999999,anchor,False,70
76,Dallas Goedert,TE,2,Sam,Shane,4.1510774999999995,anchor,False,70
77,Joe Burrow,QB,2,Reid,Travis,3.5173304347826084,anchor,False,70
78,Keaton Mitchell,RB,7,Travis,Brandon,3.4673282608695652,anchor,False,70
79,AD Mitchell,WR,9,Brandon,Reid,3.5084452173913045,balanced,False,70
80,Tyrone Tracy Jr,RB,9,Jason,Jason,3.3617924999999995,anchor,False,70
81,Mark Andrews,TE,2,Evan,Travis,3.229199999999999,anchor,False,70
82,Trevor Lawrence,QB,3,Ryan J,Brandon,14.8,anchor,True,70
83,DeVon Achane,RB,8,Brad,Shane,2.749330434782608,anchor,False,70
84,Jayden Daniels,QB,2,Coby,Evan,2.577391304347826,positional_extremist_rb,False,70
85,Ricky Pearsall,WR,9,Shane,Reid,11.37,balanced,True,70
86,MarShawn Lloyd,RB,9,Sam,Jason,2.242467391304348,anchor,False,70
87,Caleb Williams,QB,2,Travis,Shane,2.535885,anchor,False,70
88,Isiah Pacheco,RB,8,Jason,Travis,2.147817391304348,anchor,False,70
89,Brian Thomas Jr,WR,10,Evan,Jason,2.0811,anchor,False,70
90,KC Concepcion,WR,9,Ryan J,Ryan J,1.83,emotional,False,70
91,Travis Kelce,TE,2,Brad,Travis,1.7350826086956521,anchor,False,70
92,Jonah Coleman,RB,9,Coby,Shane,1.7071630434782605,anchor,False,70
93,Kimani Vidal,RB,10,Shane,Jason,1.6208099999999999,anchor,False,70
94,Marvin Harrison Jr,WR,10,Sam,Travis,1.6149374999999997,anchor,False,70
95,Xavier Worthy,WR,10,Travis,Shane,7.74,anchor,True,70
96,Jayden Higgins,WR,10,Jason,Jason,6.21,anchor,True,70
97,Braelon Allen,RB,10,Evan,Evan,1.42,positional_extremist_rb,False,70
98,Emmett Johnson,RB,10,Ryan J,Travis,6.22,anchor,True,70
99,Dalton Schultz,TE,4,Brad,Brad,1.0,emotional,False,70
100,Dak Prescott,QB,3,Coby,Brad,1.17,emotional,False,70
101,Hunter Henry,TE,3,Sam,Sam,1.0,value_purist,False,70
102,Isaiah Likely,TE,3,Evan,Evan,1.0,positional_extremist_rb,False,70
103,Jake Ferguson,TE,3,Ryan J,Ryan J,1.0,emotional,False,70
104,Cooper Kupp,WR,11,Brad,Brad,1.0,emotional,False,70
105,Ray Davis,RB,10,Coby,Coby,1.0,emotional,False,70
106,Brenton Strange,TE,4,Sam,Sam,1.0,value_purist,False,70
107,Denzel Boston,WR,11,Evan,Evan,1.0,positional_extremist_rb,False,70
108,Justin Herbert,QB,3,Ryan J,Ryan J,1.0,emotional,False,70
109,Kyle Pitts Sr,TE,4,Brad,Brad,1.0,emotional,False,70
110,Juwan Johnson,TE,4,Coby,Coby,1.0,emotional,False,70
111,Justice Hill,RB,11,Sam,Sam,1.0,value_purist,False,70
112,Jared Goff,QB,3,Evan,Evan,1.0,positional_extremist_rb,False,70
113,Chris Rodriguez Jr,RB,11,Ryan J,Ryan J,1.0,emotional,False,70
114,Keenan Allen,WR,11,Brad,Brad,1.0,emotional,False,70
115,Tre Tucker,WR,13,Coby,Coby,1.0,emotional,False,70
116,Rashid Shaheed,WR,11,Sam,Sam,1.0,value_purist,False,70
117,Jordan James,RB,13,Evan,Evan,1.0,positional_extremist_rb,True,70
118,James Conner,RB,11,Ryan J,Ryan J,1.0,emotional,False,70
119,Jaxson Dart,QB,4,Brad,Brad,1.0,emotional,False,70
120,Chig Okonkwo,TE,5,Coby,Coby,1.0,emotional,False,70
121,Jordan Love,QB,4,Sam,Sam,1.0,value_purist,False,70
122,Patrick Mahomes,QB,4,Ryan J,Ryan J,1.0,emotional,False,70
123,Matthew Stafford,QB,5,Brad,Brad,1.0,emotional,False,70
124,De'Zhaun Stribling,WR,12,Coby,Coby,1.0,emotional,False,70
125,Brock Purdy,QB,4,Sam,Sam,1.0,value_purist,True,70
126,Sean Tucker,RB,14,Ryan J,Ryan J,1.0,emotional,False,70
127,Bo Nix,QB,5,Brad,Brad,1.0,emotional,False,70
128,Adam Randall,RB,16,Coby,Coby,1.0,emotional,False,70
129,Brashard Smith,RB,17,Ryan J,Ryan J,1.0,emotional,False,70
130,Jordyn Tyson,WR,12,Brad,Brad,1.0,emotional,False,70
131,Samaje Perine,RB,11,Coby,Coby,1.0,emotional,False,70
132,Kyler Murray,QB,5,Ryan J,Ryan J,1.0,emotional,False,70
133,Jaylen Wright,RB,15,Brad,Brad,1.0,emotional,True,70
134,Jaydon Blue,RB,12,Coby,Coby,1.0,emotional,False,70
135,Devin Singletary,RB,17,Ryan J,Ryan J,1.0,emotional,False,70
136,Rashod Bateman,WR,13,Coby,Coby,1.0,emotional,False,70
137,Jalen McMillan,WR,14,Ryan J,Ryan J,1.0,emotional,True,70
138,Baker Mayfield,QB,5,Coby,Coby,1.0,emotional,True,70
1,Jadarian Price,RB,1,Sam,Travis,342.0,emotional,False,71
2,Rhamondre Stevenson,RB,2,Shane,Sam,319.1304347826087,anchor,False,71
3,RJ Harvey,RB,3,Jason,Coby,282.45652173913044,stars_and_scrubs,False,71
4,Ladd McConkey,WR,2,Brad,Jason,230.1086956521739,emotional,False,71
5,Jeremiyah Love,RB,1,James,Shane,297.444274094768,stars_and_scrubs,False,71
6,Bucky Irving,RB,1,CJ,Reid,225.7145304347826,stars_and_scrubs,False,71
7,DJ Moore,WR,3,Coby,Evan,88.81391706313234,positional_extremist_rb,False,71
8,Tetairoa McMillan,WR,1,Evan,Brad,88.3928695652174,balanced,False,71
9,Terry McLaurin,WR,2,Travis,Reid,80.53999999999999,stars_and_scrubs,False,71
10,Aaron Jones Sr,RB,4,Ryan J,Evan,77.98626086956523,positional_extremist_rb,False,71
11,Jonathon Brooks,RB,2,Brandon,Ryan J,75.82526909836189,value_purist,False,71
12,Josh Jacobs,RB,1,Reid,Ryan J,73.57965217391305,value_purist,False,71
13,DeVonta Smith,WR,1,Sam,Ryan J,75.37634782608696,value_purist,False,71
14,Chuba Hubbard,RB,3,Shane,Brad,72.5307391304348,balanced,False,71
15,Jaylen Waddle,WR,2,Jason,James,65.89,price_enforcer,False,71
16,Tony Pollard,RB,3,Brad,Ryan J,65.89,value_purist,False,71
17,Bhayshul Tuten,RB,2,James,Ryan J,65.53999999999999,value_purist,False,71
18,Deebo Samuel,WR,3,CJ,CJ,58.282284347826085,balanced,False,71
19,James Cook,RB,3,Coby,James,57.11908695652175,price_enforcer,False,71
20,Jaylen Warren,RB,2,Evan,Jason,49.54,emotional,False,71
21,Jameis Winston,QB,6,Travis,Travis,1.0,emotional,False,71
22,Jacory Croskey-Merritt,RB,4,Ryan J,CJ,52.54,balanced,False,71
23,Trey McBride,TE,1,Brandon,Brad,47.54452173913044,balanced,False,71
24,Tee Higgins,WR,2,Reid,Brandon,45.56,balanced,False,71
25,Jordan Mason,RB,4,Sam,Shane,44.56,stars_and_scrubs,False,71
26,Nico Collins,WR,1,Shane,James,36.0,price_enforcer,False,71
27,Jalen Hurts,QB,1,Jason,Evan,31.23130863151345,positional_extremist_rb,False,71
28,Rashee Rice,WR,1,Brad,James,35.82736782608696,price_enforcer,False,71
29,Rachaad White,RB,5,James,Brad,34.815704347826085,balanced,False,71
30,Sam LaPorta,TE,1,CJ,CJ,33.15370328155961,balanced,False,71
31,TJ Hockenson,TE,1,Coby,Brandon,29.63065739130435,balanced,False,71
32,Josh Allen,QB,1,Evan,James,27.60497782608696,price_enforcer,False,71
33,Davante Adams,WR,3,Travis,Brandon,26.52603130434783,balanced,False,71
34,Josh Downs,WR,5,Ryan J,CJ,28.384760869565216,balanced,False,71
35,Travis Etienne,RB,5,Brandon,Brad,22.814807391304353,balanced,False,71
36,Carnell Tate,WR,4,Reid,James,22.61272695652174,price_enforcer,False,71
37,Kenny Gainwell,RB,4,Sam,Travis,20.0,emotional,False,71
38,Chris Godwin Jr,WR,4,Shane,Brad,21.774288130434783,balanced,False,71
39,Jayden Reed,WR,6,Jason,Brandon,21.0,balanced,False,71
40,Jameson Williams,WR,4,Brad,CJ,18.0,balanced,False,71
41,DK Metcalf,WR,5,James,James,16.0,price_enforcer,False,71
42,Austin Ekeler,RB,6,CJ,Evan,17.08255108695652,positional_extremist_rb,False,71
43,Bill Croskey-Merritt,RB,5,Coby,Ryan J,14.780000000000001,value_purist,False,71
44,CJ Stroud,QB,2,Evan,Brandon,15.664095652173916,balanced,False,71
45,Drake Maye,QB,1,Travis,Brad,15.5790187826087,balanced,False,71
46,Mike Evans,WR,4,Ryan J,James,14.34260434782609,price_enforcer,False,71
47,Garrett Wilson,WR,3,Brandon,CJ,11.54,balanced,False,71
48,Jordan Addison,WR,7,Reid,CJ,12.295095521739134,balanced,False,71
49,Zach Charbonnet,RB,5,Sam,James,11.416208695652175,price_enforcer,False,71
50,AJ Brown,WR,5,Shane,Brandon,10.284837391304348,balanced,False,71
51,Matthew Golden,WR,6,Jason,Brad,10.134342608695652,balanced,False,71
52,Amon-Ra St Brown,WR,5,Brad,James,8.782565217391305,price_enforcer,False,71
53,Tucker Kraft,TE,1,James,CJ,8.943445739130437,balanced,False,71
54,Brian Robinson Jr,RB,6,CJ,Evan,8.853211956521738,positional_extremist_rb,False,71
55,Tyler Allgeier,RB,7,Coby,Brad,8.534533652173915,balanced,False,71
56,Nick Chubb,RB,6,Evan,Brandon,7.713136521739131,balanced,False,71
57,Stefon Diggs,WR,7,Travis,James,38.41,price_enforcer,True,71
58,JK Dobbins,RB,6,Ryan J,CJ,5.946725652173914,balanced,False,71
59,Makai Lemon,WR,8,Brandon,Brandon,6.459874347826087,balanced,False,71
60,Jajuan Jennings,WR,9,Reid,Brad,6.255637826086956,balanced,False,71
61,Michael Pittman Jr,WR,6,Sam,Jason,4.646782608695653,emotional,False,71
62,Quentin Johnston,WR,7,Shane,Sam,4.578971739130435,anchor,False,71
63,Dylan Sampson,RB,8,Jason,CJ,19.92,balanced,True,71
64,Alvin Kamara,RB,7,Brad,Evan,4.757999999999999,positional_extremist_rb,False,71
65,Lamar Jackson,QB,1,Coby,Brandon,19.17,balanced,True,71
66,Hunter Henry,TE,3,Evan,Brad,4.592004521739131,balanced,False,71
67,Courtland Sutton,WR,6,Travis,Sam,3.602334782608695,anchor,False,71
68,Kenneth Walker,RB,7,Ryan J,Jason,3.1368382608695655,emotional,False,71
69,Romeo Doubs,WR,8,Reid,Brad,14.05,balanced,True,71
70,Khalil Shakir,WR,8,Sam,Sam,2.86455,anchor,False,71
71,AD Mitchell,WR,9,Shane,Sam,2.644005,anchor,False,71
72,Tyrone Tracy Jr,RB,9,Jason,Evan,2.6355521739130436,positional_extremist_rb,False,71
73,Jayden Daniels,QB,2,Coby,Jason,2.0,emotional,False,71
74,Keaton Mitchell,RB,7,Evan,Reid,1.9239130434782608,stars_and_scrubs,False,71
75,Jakobi Meyers,WR,7,Travis,Sam,1.7620826086956518,anchor,False,71
76,Mike Washington Jr.,RB,8,Ryan J,Reid,2.2297554782608695,stars_and_scrubs,False,71
77,Tank Bigsby,RB,9,Reid,Reid,1.9277078260869565,stars_and_scrubs,False,71
78,Dallas Goedert,TE,2,Sam,Coby,1.7816285217391306,stars_and_scrubs,False,71
79,Isiah Pacheco,RB,8,Shane,Evan,1.6391304347826086,positional_extremist_rb,False,71
80,Jalen Coker,WR,8,Jason,Jason,1.5599999999999996,emotional,False,71
81,Ricky Pearsall,WR,9,Coby,Sam,1.3955478260869563,anchor,False,71
82,Joe Burrow,QB,2,Evan,Reid,1.2647965217391306,stars_and_scrubs,False,71
83,Marvin Harrison Jr,WR,10,Travis,Coby,1.6165217391304347,stars_and_scrubs,False,71
84,Dalton Kincaid,TE,3,Ryan J,Coby,1.6108695652173912,stars_and_scrubs,False,71
85,Brenton Strange,TE,4,Reid,Coby,1.605217391304348,stars_and_scrubs,False,71
86,Travis Kelce,TE,2,Sam,Coby,1.2304347826086957,stars_and_scrubs,False,71
87,KC Concepcion,WR,9,Shane,Coby,1.2260869565217392,stars_and_scrubs,False,71
88,DeVon Achane,RB,8,Jason,Coby,1.2217391304347827,stars_and_scrubs,False,71
89,Mark Andrews,TE,2,Coby,Reid,1.582608695652174,stars_and_scrubs,False,71
90,George Kittle,TE,2,Evan,Coby,1.2130434782608697,stars_and_scrubs,False,71
91,Caleb Williams,QB,2,Travis,Reid,1.5713043478260869,stars_and_scrubs,False,71
92,Jonah Coleman,RB,9,Ryan J,Reid,1.2043478260869565,stars_and_scrubs,False,71
93,Braelon Allen,RB,10,Reid,Reid,1.2,stars_and_scrubs,False,71
94,Jayden Higgins,WR,10,Sam,Reid,1.1956521739130435,stars_and_scrubs,False,71
95,MarShawn Lloyd,RB,9,Shane,Reid,1.191304347826087,stars_and_scrubs,False,71
96,Emmett Johnson,RB,10,Jason,Reid,3.47,stars_and_scrubs,True,71
97,Jake Ferguson,TE,3,Coby,Sam,1.0300000000000002,anchor,False,71
98,Cooper Kupp,WR,11,Evan,Coby,1.0299999999999998,stars_and_scrubs,False,71
99,Trevor Lawrence,QB,3,Travis,Travis,1.0,emotional,False,71
100,Ray Davis,RB,10,Ryan J,Ryan J,1.0,value_purist,False,71
101,Brian Thomas Jr,WR,10,Sam,Sam,1.0,anchor,False,71
102,Isaiah Likely,TE,3,Shane,Shane,1.0,stars_and_scrubs,False,71
103,Xavier Worthy,WR,10,Jason,Jason,1.0,emotional,False,71
104,Kyle Pitts Sr,TE,4,Coby,Coby,1.0,stars_and_scrubs,True,71
105,Dalton Schultz,TE,4,Evan,Evan,1.0,positional_extremist_rb,False,71
106,Juwan Johnson,TE,4,Travis,Travis,1.0,emotional,False,71
107,Kimani Vidal,RB,10,Ryan J,Ryan J,1.0,value_purist,False,71
108,Dak Prescott,QB,3,Sam,Sam,1.0,anchor,False,71
109,Jaxson Dart,QB,4,Shane,Shane,1.0,stars_and_scrubs,False,71
110,Jared Goff,QB,3,Jason,Jason,1.0,emotional,False,71
111,Chris Rodriguez Jr,RB,11,Evan,Evan,1.0,positional_extremist_rb,True,71
112,James Conner,RB,11,Travis,Travis,1.0,emotional,False,71
113,Keenan Allen,WR,11,Ryan J,Ryan J,1.0,value_purist,False,71
114,Jordyn Tyson,WR,12,Sam,Sam,1.0,anchor,False,71
115,Justin Herbert,QB,3,Shane,Shane,1.0,stars_and_scrubs,False,71
116,Rashid Shaheed,WR,11,Jason,Jason,1.0,emotional,False,71
117,Brashard Smith,RB,17,Travis,Travis,1.0,emotional,False,71
118,Denzel Boston,WR,11,Ryan J,Ryan J,1.0,value_purist,False,71
119,Samaje Perine,RB,11,Sam,Sam,1.0,anchor,False,71
120,Justice Hill,RB,11,Shane,Shane,1.0,stars_and_scrubs,False,71
121,Kyler Murray,QB,5,Jason,Jason,1.0,emotional,False,71
122,Chig Okonkwo,TE,5,Travis,Travis,1.0,emotional,False,71
123,De'Zhaun Stribling,WR,12,Ryan J,Ryan J,1.0,value_purist,False,71
124,Christian Kirk,WR,13,Sam,Sam,1.0,anchor,True,71
125,Keon Coleman,WR,12,Shane,Shane,1.0,stars_and_scrubs,False,71
126,Brock Purdy,QB,4,Jason,Jason,1.0,emotional,False,71
127,Tre Tucker,WR,13,Travis,Travis,1.0,emotional,False,71
128,Patrick Mahomes,QB,4,Ryan J,Ryan J,1.0,value_purist,False,71
129,Seth McGowan,RB,15,Shane,Shane,1.0,stars_and_scrubs,False,71
130,Matthew Stafford,QB,5,Jason,Jason,1.0,emotional,True,71
131,Jaydon Blue,RB,12,Travis,Travis,1.0,emotional,False,71
